original,norm,llama
"""Hay tin mình nhận được số tiền ủng hộ hơn 100 triệu đồng, tôi mất ngủ cả đêm vì không tin đây là sự thật. Từ khi cha mẹ sinh ra đến giờ tôi chưa bao giờ có số tiền lớn thế này"", chị Trân cho biết.","hay tin mình nhận được số tiền ủng hộ hơn một trăm triệu đồng , tôi mất ngủ cả đêm vì không tin đây là sự thật . từ khi cha mẹ sinh ra đến giờ tôi chưa bao giờ có số tiền lớn thế này , chị trân cho biết .. ","Hay tin mình nhận được số tiền ủng hộ hơn một trăm triệu đồng, tôi mất ngủ cả đêm vì không tin đây là sự thật. Từ khi Cha Mẹ sinh ra đến giờ tôi chưa bao giờ có số tiền lớn thế này, Chị Trân cho biết..."
"""Hiện nay, 3 đơn vị của huyện đang khẩn trương xác định ranh giới, vị trí và số diện tích bị xâm hại. Qua đó sẽ củng cố hồ sơ để khởi tố theo quy định"", Hạt kiểm lâm huyện Kon Plông thông tin.","hiện nay , ba đơn vị của huyện đang khẩn trương xác định ranh giới , vị trí và số diện tích bị xâm hại . qua đó sẽ củng cố hồ sơ để khởi tố theo quy định , hạt kiểm lâm huyện kon plông thông tin .. ","Hiện nay, ba đơn vị của Huyện đang khẩn trương xác định ranh giới, vị trí và diện tích bị xâm hại. Qua đó sẽ củng cố hồ sơ để khởi tố theo quy định, Kiểm Lâm Huyện Kon Plông thông tin."
"""Hiện tại, tình yêu của một người trung niên, tuổi U50 chắc chắn sẽ ""đầm"" hơn, bình tĩnh hơn chứ không dạt dào, sôi nổi như thuở còn đôi mươi nữa"", Bằng Kiều chia sẻ.","hiện tại , tình yêu của một người trung niên , tuổi u năm mươi chắc chắn sẽ đầm hơn , bình tĩnh hơn chứ không dạt dào , sôi nổi như thuở còn đôi mươi nữa , bằng kiều chia sẻ .. ","Hiện tại, tình yêu của một người trung niên, tuổi năm mươi chắc chắn sẽ đầm hơn, bình tĩnh hơn chứ không dạt dào, sôi nổi như thuở còn hai mươi nữa, bằng Kiều chia sẻ."
"""Hoa hậu cải lương"" Như Huỳnh chia sẻ cảm xúc khi là nghệ sĩ cải lương hiếm hoi góp mặt trong đêm nghệ thuật ""Dòng sông kể chuyện"" hôm 6/8.",hoa hậu cải lương như huỳnh chia sẻ cảm xúc khi là nghệ sĩ cải lương hiếm hoi góp mặt trong đêm nghệ thuật dòng sông kể chuyện hôm sáu tháng tám .. ,Hoa hậu cải lương như Huỳnh chia sẻ cảm xúc khi là nghệ sĩ cải lương hiếm hoi góp mặt trong đêm nghệ thuật dòng sông kể chuyện ngày 6 tháng 8.
"""Hoa trôi trên sóng nước"" là câu chuyện về hành trình 40 năm tìm kiếm ""con đường thoát khổ"" của một vi ni sư nổi tiếng Nhật Bản, đem lại những bài học quý giá về thái độ với Phật giáo và đức tin.","hoa trôi trên sóng nước là câu chuyện về hành trình bốn mươi năm tìm kiếm con đường thoát khổ của một vi ni sư nổi tiếng nhật bản , đem lại những bài học quý giá về thái độ với phật giáo và đức tin .. ","Hoa trôi trên sóng nước là câu chuyện về hành trình bốn mươi năm tìm kiếm con đường thoát khổ của một vị ni sư nổi tiếng Nhật Bản, đem lại những bài học quý giá về thái độ với Phật giáo và đức tin."
"""Homegame by Kem Tràng Tiền"" giữa Hanoi Buffaloes và Saigon Heat đánh dấu trận đấu sân nhà cuối cùng tại vòng bảng VBA 2023 của ""Trâu Thủ đô"" với chuỗi sự kiện giải trí tri ân người hâm mộ có mặt tại Nhà thi đấu Hoàng Mai.",homegame by kem tràng tiền giữa hanoi buffaloes và saigon heat đánh dấu trận đấu sân nhà cuối cùng tại vòng bảng vba hai nghìn không trăm hai mươi ba của trâu thủ đô với chuỗi sự kiện giải trí tri ân người hâm mộ có mặt tại nhà thi đấu hoàng mai .. ,Homegame by Kem Tràng tiền giữa Hanoi Buffaloes và Sài Gòn Heat đánh dấu trận đấu sân nhà cuối cùng tại vòng bảng VBA hai nghìn không trăm hai mươi ba của Trâu Thủ Đô với chuỗi sự kiện giải trí tri ân người hâm mộ có mặt tại Nhà Thi Đấu Hoàng Mai.
"""Hoạt động triển lãm"" là một trong hai phần thi của ""Đội quân văn hóa"" tại Army Games 2022, nhằm góp phần giới thiệu những đặc trưng tiêu biểu của di sản văn hóa Việt Nam, góp phần hòa chung vào sự phong phú, đa dạng của nền văn hóa các nước.","hoạt động triển lãm là một trong hai phần thi của đội quân văn hóa tại army games hai nghìn không trăm hai mươi hai , nhằm góp phần giới thiệu những đặc trưng tiêu biểu của di sản văn hóa việt nam , góp phần hòa chung vào sự phong phú , đa dạng của nền văn hóa các nước .. ","Hoạt động triển lãm là một trong hai phần thi của đội quân văn hóa tại Army Games hai ngàn không trăm hai mươi hai, nhằm góp phần giới thiệu những đặc trưng tiêu biểu của di sản văn hóa Việt Nam, góp phần hòa chung vào sự phong phú, đa dạng của nền văn hóa các nước."
"""Hà Nội hiện có gần 600 nghìn sinh viên đại học. Nếu cứ khư khư nhồi trong nội đô, sẽ không có chỗ thở. Do đó, cần mạnh dạn di dời các trường đại học ra ngoại thành"", TS Lê Đông Phương nêu.","hà nội hiện có gần sáu trăm nghìn sinh viên đại học . nếu cứ khư khư nhồi trong nội đô , sẽ không có chỗ thở . do đó , cần mạnh dạn di dời các trường đại học ra ngoại thành , tiến sĩ lê đông phương nêu .. ","Hà Nội hiện có gần sáu trăm nghìn sinh viên đại học. Nếu cứ khư khư nhồi trong nội đô, sẽ không có chỗ thở. Do đó, cần mạnh dạn di dời các trường đại học ra ngoại thành, tiến sĩ Lê Đông Phương nêu..."
"""Hành trình hơn 10 năm làm nghề diễn, tôi từng đối diện với những điều khủng khiếp nhất trên mạng xã hội... Tôi là một diễn viên đã trưởng thành trong sự phủ nhận của nhiều người"", Quỳnh Kool tâm sự.","hành trình hơn mười năm làm nghề diễn , tôi từng đối diện với những điều khủng khiếp nhất trên mạng xã hội tôi là một diễn viên đã trưởng thành trong sự phủ nhận của nhiều người , quỳnh kool tâm sự .. ","Hành trình hơn mười năm làm nghề diễn, tôi từng đối diện với những điều khủng khiếp nhất trên mạng xã hội. Tôi là một diễn viên đã trưởng thành trong sự phủ nhận của nhiều người, Quỳnh Kool tâm sự."
"""Hòa nhạc năm mới 2024"" là sự kiện âm nhạc được tổ chức vào ngày đầu tiên của năm mới, gửi gắm nhiều hy vọng về hòa bình, hạnh phúc thông qua những giai điệu không biên giới.","hòa nhạc năm mới hai nghìn không trăm hai mươi tư là sự kiện âm nhạc được tổ chức vào ngày đầu tiên của năm mới , gửi gắm nhiều hy vọng về hòa bình , hạnh phúc thông qua những giai điệu không biên giới .. ","Hòa nhạc Năm Mới hai nghìn không trăm hai mươi tư là sự kiện âm nhạc được tổ chức vào ngày đầu tiên của Năm Mới, gửi gắm nhiều hy vọng về hòa bình, hạnh phúc thông qua những giai điệu không biên giới."
"""Hơn 11 triệu đoàn viên công đoàn và người lao động cả nước đang hướng về Đại hội, gửi trọn niềm tin và đặt kỳ vọng vào những quyết định sáng suốt của Đại hội"", ông Nguyễn Đình Khang nhấn mạnh.","hơn mười một triệu đoàn viên công đoàn và người lao động cả nước đang hướng về đại hội , gửi trọn niềm tin và đặt kỳ vọng vào những quyết định sáng suốt của đại hội , ông nguyễn đình khang nhấn mạnh .. ","Hơn mười một triệu đoàn viên công đoàn và người lao động cả nước đang hướng về Đại hội, gửi trọn niềm tin và đặt kỳ vọng vào những quyết định sáng suốt của Đại hội, ông Nguyễn Đình Khang nhấn mạnh..."
"""Hơn 30 năm thành lập Làng, lần đầu tiên có một cháu mồ côi cả cha lẫn mẹ được Làng chăm sóc, nuôi dưỡng đỗ vào Trường Đại học Y Hà Nội"", ông Lê Bá Lương - Giám đốc Làng trẻ em SOS Vinh chia sẻ.","hơn ba mươi năm thành lập làng , lần đầu tiên có một cháu mồ côi cả cha lẫn mẹ được làng chăm sóc , nuôi dưỡng đỗ vào trường đại học y hà nội , ông lê bá lương giám đốc làng trẻ em sos vinh chia sẻ .. ","Hơn ba mươi năm sau, làng đã được thành lập. Lần đầu tiên, có một cháu mồ côi cả cha lẫn mẹ được làng chăm sóc, nuôi dưỡng và đỗ vào Trường Đại học Y Hà Nội. Ông Lê Bá Lương, Giám đốc Làng Trẻ Em SOS Vinh, chia sẻ..."
"""Hạnh phúc bị đánh cắp"" có sự kết hợp giữa những nghệ sĩ gạo cội và lớp diễn viên trẻ thế hệ mới của cả 2 miền Nam, Bắc.","hạnh phúc bị đánh cắp có sự kết hợp giữa những nghệ sĩ gạo cội và lớp diễn viên trẻ thế hệ mới của cả hai miền nam , bắc .. ","Hạnh phúc bị đánh cắp có sự kết hợp giữa những nghệ sĩ gạo cội và lớp diễn viên trẻ thế hệ mới của cả hai miền Nam, Bắc."
"""Hạt giống tâm hồn 4 - Từ những điều bình dị"" đem đến cho độc giả những trải nghiệm đáng nhớ....",hạt giống tâm hồn bốn từ những điều bình dị đem đến cho độc giả những trải nghiệm đáng nhớ .. ,Hạt giống tâm hồn bốn từ những điều bình dị đem đến cho độc giả những trải nghiệm đáng nhớ.
"""Học online lệch múi giờ rất vất vả. Deadline nào cũng sớm hơn các bạn nước ngoài 4-5 tiếng. Có ngày 2h sáng dậy học, 4h sáng dậy thi online...""- Lê Vũ Anh Thư, Đại học La Trobe (Úc) chia sẻ.","học online lệch múi giờ rất vất vả . deadline nào cũng sớm hơn các bạn nước ngoài bốn năm tiếng . có ngày hai giờ sáng dậy học , bốn giờ sáng dậy thi online lê vũ anh thư , đại học la trobe úc chia sẻ .. ","Học online lệch múi giờ rất vất vả. Deadline nào cũng sớm hơn các bạn nước ngoài bốn năm tiếng. Có ngày hai giờ sáng dậy học, bốn giờ sáng dậy thi online Lê Vũ Anh thư, Đại học La Trobe Úc chia sẻ."
"""Học sinh đến trường mỗi ngày để hạnh phúc"" hay ""nữ sinh có khả năng học và làm được mọi nghề mà nam giới có thể""… những thông điệp tiếp lửa đam mê đến người học được các thầy cô chia sẻ trong dịp kỷ niệm 40 năm ngày Nhà giáo Việt Nam.",học sinh đến trường mỗi ngày để hạnh phúc hay nữ sinh có khả năng học và làm được mọi nghề mà nam giới có thể những thông điệp tiếp lửa đam mê đến người học được các thầy cô chia sẻ trong dịp kỷ niệm bốn mươi năm ngày nhà giáo việt nam .. ,"Học sinh đến trường mỗi ngày để hạnh phúc hay nữ sinh có khả năng học và làm được mọi nghề mà nam giới có thể, những thông điệp tiếp lửa đam mê đến người học được các thầy cô chia sẻ trong dịp kỷ niệm bốn mươi năm ngày Nhà Giáo Việt Nam."
"""K-Med Expo Vietnam 2023""- Triển lãm Trang thiết bị Y tế Quốc tế 2023 lần đầu tiên tổ chức tại Việt Nam, từ ngày 15-17/6, dự kiến hơn 150 doanh nghiệp nước ngoài với 200 gian hàng tham gia trưng bày tại Trung tâm hội chợ và triển lãm SECC, TPHCM.","k med expo vietnam hai nghìn không trăm hai mươi ba triển lãm trang thiết bị y tế quốc tế hai nghìn không trăm hai mươi ba lần đầu tiên tổ chức tại việt nam , từ ngày mười lăm đến mười bảy tháng sáu , dự kiến hơn một trăm năm mươi doanh nghiệp nước ngoài với hai trăm gian hàng tham gia trưng bày tại trung tâm hội chợ và triển lãm secc , thành phố hồ chí minh .. ","Kỳ MEd Expo Việt Nam hai nghìn không trăm hai mươi ba triển lãm trang thiết bị y tế quốc tế hai nghìn không trăm hai mươi ba lần đầu tiên tổ chức tại Việt Nam, từ ngày 15 đến 17 tháng 6, dự kiến hơn một trăm năm mươi doanh nghiệp nước ngoài với hai trăm gian hàng tham gia trưng bày tại Trung tâm Hội chợ và Triển lãm SECC, Thành phố Hồ Chí Minh."
"""Keng, keng, keng,…"", âm thanh phát ra từ một người đàn ông trung niên, đạp xe len lỏi qua từng đoạn đường đầy bùn, sình trong con hẻm lắt léo ở quận 4 (TPHCM) để bán hủ tiếu gõ.","keng , keng , keng , , âm thanh phát ra từ một người đàn ông trung niên , đạp xe len lỏi qua từng đoạn đường đầy bùn , sình trong con hẻm lắt léo ở quận bốn thành phố hồ chí minh để bán hủ tiếu gõ .. ","Keng, keng, keng, vào một ngày, một người đàn ông trung niên đạp xe len lỏi qua từng đoạn đường đầy bùn, sình trong con hẻm lắt léo ở Quận Bốn, Thành phố Hồ Chí Minh để bán hủ tiếu gõ."
"""Khi cải cách tiền lương, ngành giáo dục, y tế sẽ thực hiện được mục tiêu tăng lương, còn 36 đơn vị của một số ngành không được hưởng chính sách lương đặc thù"", Bộ trưởng Nội vụ nói.","khi cải cách tiền lương , ngành giáo dục , y tế sẽ thực hiện được mục tiêu tăng lương , còn ba mươi sáu đơn vị của một số ngành không được hưởng chính sách lương đặc thù , bộ trưởng nội vụ nói .. ","Khi cải cách tiền lương, ngành Giáo dục, Y tế sẽ thực hiện được mục tiêu tăng lương, còn ba mươi sáu đơn vị của một số ngành không được hưởng chính sách lương đặc thù, Bộ trưởng Nội vụ nói..."
"""Khi mình học cấp 2-3, tất cả bài tập, đề thi đều đã có đáp án, chỉ là mình có giải ra được kết quả không. Nhưng lên đại học, mình thường xuyên gặp những câu hỏi không có đáp án, gây hoang mang"".","khi mình học cấp hai ba , tất cả bài tập , đề thi đều đã có đáp án , chỉ là mình có giải ra được kết quả không . nhưng lên đại học , mình thường xuyên gặp những câu hỏi không có đáp án , gây hoang mang .. ","Khi mình học cấp hai ba, tất cả bài tập, đề thi đều đã có đáp án, chỉ là mình có giải ra được kết quả không. Nhưng lên đại học, mình thường xuyên gặp những câu hỏi không có đáp án, gây hoang mang."
"""Khi xảy ra tai nạn, bên công ty bảo hiểm không hướng dẫn tôi làm sao để giữ quyền khiếu nại đối với bên thứ ba và áp dụng quy tắc trách nhiệm dân sự để giảm trừ 50% tiền bồi thường bảo hiểm vật chất tự nguyện"".","khi xảy ra tai nạn , bên công ty bảo hiểm không hướng dẫn tôi làm sao để giữ quyền khiếu nại đối với bên thứ ba và áp dụng quy tắc trách nhiệm dân sự để giảm trừ năm mươi phần trăm tiền bồi thường bảo hiểm vật chất tự nguyện .. ","Khi xảy ra tai nạn, bên công ty bảo hiểm không hướng dẫn tôi làm sao để giữ quyền khiếu nại đối với bên thứ ba và áp dụng quy tắc trách nhiệm dân sự để giảm trừ năm mươi phần trăm tiền bồi thường bảo hiểm vật chất tự nguyện."
"""Khi được ban hành, bộ tiêu chí đánh giá việc xây dựng xã hội học tập của các cấp hành chính sẽ là ""chìa khóa"" tháo gỡ nút thắt quan trọng trong xây dựng xã hội học tập ở nước ta giai đoạn 2021-2030"".","khi được ban hành , bộ tiêu chí đánh giá việc xây dựng xã hội học tập của các cấp hành chính sẽ là chìa khóa tháo gỡ nút thắt quan trọng trong xây dựng xã hội học tập ở nước ta giai đoạn hai nghìn không trăm hai mươi mốt hai nghìn không trăm ba mươi .. ","Khi được ban hành, Bộ Tiêu chí Đánh giá việc Xây dựng Xã hội Học tập của các cấp Hành chính sẽ là chìa khóa tháo gỡ nút thắt quan trọng trong Xây dựng Xã hội Học tập ở nước ta giai đoạn hai nghìn không trăm hai mươi mốt hai nghìn không trăm ba mươi."
"""Khách đặt hàng ít hơn trước nhiều. Tôi bán ở đây đã 40 năm, đây là lần đầu tôi thấy doanh thu giảm hơn một nửa"", ông Hoa, tiểu thương tại phố văn phòng phẩm ở TPHCM, nói.","khách đặt hàng ít hơn trước nhiều . tôi bán ở đây đã bốn mươi năm , đây là lần đầu tôi thấy doanh thu giảm hơn một nửa , ông hoa , tiểu thương tại phố văn phòng phẩm ở thành phố hồ chí minh , nói .. ","Khách đặt hàng ít hơn trước nhiều. Tôi bán ở đây đã bốn mươi năm, đây là lần đầu tôi thấy doanh thu giảm hơn một nửa, Ông Hoa, Tiểu Thương tại phố Văn Phòng Phẩm ở Thành phố Hồ Chí Minh, nói..."
"""Không có chuyện CSGT sử dụng một ống thổi để đo nồng độ cồn nhiều người. Mỗi người được đo một ống, đo xong, ống này cũng bỏ"", lãnh đạo Đội CSGT - Trật tự Công an quận 1 khẳng định.","không có chuyện cảnh sát giao thông sử dụng một ống thổi để đo nồng độ cồn nhiều người . mỗi người được đo một ống , đo xong , ống này cũng bỏ , lãnh đạo đội cảnh sát giao thông trật tự công an quận một khẳng định .. ","Không có chuyện cảnh sát giao thông sử dụng một ống thổi để đo nồng độ cồn nhiều người. Mỗi người được đo một ống, đo xong, ống này cũng bỏ, Lãnh đạo đội cảnh sát giao thông Trật tự Công an Quận một khẳng định."
"""Không hiểu sao vẫn có người cho rằng trẻ dưới 5 tuổi thì học được cái gì? Và vẫn ủng hộ cho con ở nhà loanh quanh với ông bà, giúp việc, ti vi và điện thoại?"" - một bạn đọc Dân trí viết.","không hiểu sao vẫn có người cho rằng trẻ dưới năm tuổi thì học được cái gì . và vẫn ủng hộ cho con ở nhà loanh quanh với ông bà , giúp việc , ti vi và điện thoại . một bạn đọc dân trí viết .. ","Không hiểu sao vẫn có người cho rằng trẻ dưới một năm tuổi thì học được cái gì và vẫn ủng hộ cho con ở nhà loanh quanh với ông bà, giúp việc, ti vi và điện thoại.!"
"""Không ít lần đường tắc mình đã xuống xe điều phối giao thông. Có lần trên quốc lộ 5, thấy nhiều đinh rải trên đường, mình cũng xuống nhặt..."", tài xế buýt trong clip ""bò trên cầu Vĩnh Tuy"" chia sẻ.","không ít lần đường tắc mình đã xuống xe điều phối giao thông . có lần trên quốc lộ năm , thấy nhiều đinh rải trên đường , mình cũng xuống nhặt , tài xế buýt trong clip bò trên cầu vĩnh tuy chia sẻ .. ","Không ít lần đường tắc mình đã xuống xe điều phối giao thông. Có lần trên Quốc lộ 1, thấy nhiều đinh rải trên đường, mình cũng xuống nhặt, tài xế buýt trong clip bò trên Cầu Vĩnh Tuy chia sẻ."
"""Killers of the Flower Moon"" (Vầng trăng máu) được Ủy ban Quốc gia về Phê bình Điện ảnh Mỹ lựa chọn là ""Phim hay nhất năm 2023"".",killers of the flower moon vầng trăng máu được ủy ban quốc gia về phê bình điện ảnh mỹ lựa chọn là phim hay nhất năm hai nghìn không trăm hai mươi ba .. ,Killers of the Flower Moon được Ủy ban Quốc gia về Phê bình Điện ảnh Mỹ lựa chọn là phim hay nhất năm hai mươi ba.
"""Kiến nghị của các nghệ sĩ của Hãng phim về việc Công ty Vận tải Thủy phải in bù lại gần 300 phim bị hỏng là việc nội bộ của công ty… Bộ không can thiệp"", Thứ trưởng Bộ VH,TT&DL Tạ Quang Đông nói.","kiến nghị của các nghệ sĩ của hãng phim về việc công ty vận tải thủy phải in bù lại gần ba trăm phim bị hỏng là việc nội bộ của công ty bộ không can thiệp , thứ trưởng bộ vh , tt và dl tạ quang đông nói .. ","Kiến nghị của các nghệ sĩ của hãng phim về việc Công ty vận tải thủy phải in bù lại gần ba trăm phim bị hỏng là việc nội bộ của Công ty bộ không can thiệp, Thứ trưởng Bộ VH, TT và DL Tạ Quang Đông nói..."
"""Kình ngư"" Joseph Schooling phạm quy khiến đội tuyển bơi lội Singapore mất một tấm HCV ở nội dung 4x100 tiếp sức nam vào tay chủ nhà Việt Nam.",kình ngư joseph schooling phạm quy khiến đội tuyển bơi lội singapore mất một tấm huy chương vàng ở nội dung bốn x một trăm tiếp sức nam vào tay chủ nhà việt nam .. ,Kình Ngư Joseph schooling phạm quy khiến đội tuyển bơi lội Singapore mất một tấm huy chương vàng ở nội dung Bốn trăm Mươi tiếp sức Nam vào tay Chủ nhà Việt Nam.
"""Kế hoạch huy động nguồn lực được công bố tại COP28 là dấu mốc mới trong nỗ lực của Việt Nam thực hiện mục tiêu phát triển năng lượng sạch, hướng tới tương lai phát thải ròng bằng 0"".","kế hoạch huy động nguồn lực được công bố tại cop hai mươi tám là dấu mốc mới trong nỗ lực của việt nam thực hiện mục tiêu phát triển năng lượng sạch , hướng tới tương lai phát thải ròng bằng không .. ","Kế hoạch huy động nguồn lực được công bố tại ngày hai mươi tám là dấu mốc mới trong nỗ lực của Việt Nam thực hiện mục tiêu phát triển năng lượng sạch, hướng tới tương lai phát thải ròng bằng không."
"""Kỹ sư chân đất"" Lưu Quang Trương đã cải tiến, sáng chế hơn 10 loại máy móc phục vụ trong nông nghiệp giúp người nông dân giảm công lao động, tăng năng suất.","kỹ sư chân đất lưu quang trương đã cải tiến , sáng chế hơn mười loại máy móc phục vụ trong nông nghiệp giúp người nông dân giảm công lao động , tăng năng suất .. ","Kỹ sư chân đất Lưu Quang Trương đã cải tiến, sáng chế hơn mười loại máy móc phục vụ trong nông nghiệp giúp người nông dân giảm công lao động, tăng năng suất."
"""Le Bal des Débutantes"" hay thường được gọi ngắn gọn là ""le Bal"" là một sự kiện dạ hội tổ chức thường niên trong tháng 11 tại Paris (Pháp) dành để các quý cô nhà giàu ra mắt xã hội thượng lưu.",le bal des débutantes hay thường được gọi ngắn gọn là le bal là một sự kiện dạ hội tổ chức thường niên trong tháng mười một tại paris pháp dành để các quý cô nhà giàu ra mắt xã hội thượng lưu .. ,Le Bal des Débutantes hay thường được gọi ngắn gọn là Le Bal là một sự kiện dạ hội tổ chức thường niên trong tháng Mười Một tại Paris Pháp dành để các quý cô nhà giàu ra mắt xã hội thượng lưu.
"""Luật hình sự quy định người từ đủ 14 tuổi mới phải chịu trách nhiệm hình sự về hành vi phạm tội"", luật sư Quách Thành Lực nhận định.","luật hình sự quy định người từ đủ mười bốn tuổi mới phải chịu trách nhiệm hình sự về hành vi phạm tội , luật sư quách thành lực nhận định .. ","Luật Hình Sự quy định người từ đủ Mười Bốn tuổi mới phải chịu trách nhiệm hình sự về hành vi phạm tội, Luật Sư Quách Thành Lực nhận định..."
"""Làm bạn"" với 4 cái chân giường, người cha tật nguyền suốt ngày kêu la trong đau đớn. Người mẹ hỏng mắt không còn khả năng lao động. Cả nhà sống lay lắt trong đói khát, bé lớp 6 tính bỏ học, làm thuê.","làm bạn với bốn cái chân giường , người cha tật nguyền suốt ngày kêu la trong đau đớn . người mẹ hỏng mắt không còn khả năng lao động . cả nhà sống lay lắt trong đói khát , bé lớp sáu tính bỏ học , làm thuê .. ","Làm bạn với bốn cái chân giường, người Cha tật nguyền suốt ngày kêu la trong đau đớn. Người Mẹ hỏng mắt không còn khả năng lao động. Cả nhà sống lắt léo trong đói khát, bé lớp Sáu tính bỏ học, làm thuê."
"""Lão mai"" 80 năm tuổi được anh Tuấn và nhóm bạn sưu tầm ở Bạc Liêu. Mai thuộc dáng đa thân, cao khoảng 5m, đường kính tán 5m, đặc biệt dù trồng trong bồn từ nhỏ nhưng hoành đế của cây mai lên đến 3m.","lão mai tám mươi năm tuổi được anh tuấn và nhóm bạn sưu tầm ở bạc liêu . mai thuộc dáng đa thân , cao khoảng năm mét , đường kính tán năm mét , đặc biệt dù trồng trong bồn từ nhỏ nhưng hoành đế của cây mai lên đến ba mét .. ","Lão Mai Tám Mươi Năm Tuổi được Anh Tuấn và Nhóm Bạn Sưu Tầm Ở Bạc Liêu. Mai thuộc dáng đa thân, cao khoảng một năm mét, đường kính tán một năm mét, đặc biệt dù trồng trong bồn từ nhỏ nhưng hoành đế của cây Mai lên đến ba mét."
"""Lão đại"" của làng golf thế giới Phil Mickelson cam kết tham dự giải Sentry Tournament of Champions tại Hawaii vào đầu năm mới 2022, sau 21 năm không xuất hiện ở giải đấu này.","lão đại của làng golf thế giới phil mickelson cam kết tham dự giải sentry tournament of champions tại hawaii vào đầu năm mới hai nghìn không trăm hai mươi hai , sau hai mươi mốt năm không xuất hiện ở giải đấu này .. ","Lão đại của làng golf thế giới Phil Mickelson cam kết tham dự giải Sentry Tournament of Champions tại Hawaii vào đầu năm mới hai nghìn hai trăm hai mươi hai, sau hai mươi mốt năm không xuất hiện ở giải đấu này."
"""Lúc chính vụ có ngày trên 500 lượt khách ở nhiều nơi đến tham quan, chụp hình, mua dâu tại vườn. Khi đó mệt nhưng vui vì không có dâu để bán cho khách"", lão nông Đặng Văn Cấp ở Bình Định kể","lúc chính vụ có ngày trên năm trăm lượt khách ở nhiều nơi đến tham quan , chụp hình , mua dâu tại vườn . khi đó mệt nhưng vui vì không có dâu để bán cho khách , lão nông đặng văn cấp ở bình định kể. ","Lúc chính vụ có ngày trên năm trăm lượt khách đến tham quan, chụp hình, mua dâu tại vườn. Khi đó, mệt nhưng vui vì không có dâu để bán cho khách, Lão nông Đặng Văn Cấp ở Bình Định kể."
"""Lúc thịnh vượng mình có nhà có xe có đồ hiệu thì lúc khó khăn cũng phải sẵn sàng bán nhà bán xe bán đồ hiệu để lo cho anh em"" là quan điểm của nhân vật trong ChatToday ngày 1/1/2024 về thưởng Tết.",lúc thịnh vượng mình có nhà có xe có đồ hiệu thì lúc khó khăn cũng phải sẵn sàng bán nhà bán xe bán đồ hiệu để lo cho anh em là quan điểm của nhân vật trong chattoday ngày một tháng một năm hai nghìn không trăm hai mươi tư về thưởng tết .. ,Lúc thịnh vượng mình có nhà có xe có đồ hiệu thì lúc khó khăn cũng phải sẵn sàng bán nhà bán xe bán đồ hiệu để lo cho anh em là quan điểm của nhân vật trong Chat Today ngày một tháng một năm hai nghìn hai mươi bốn về thưởng Tết.
"""Lúc đó bị cáo thấy Tuấn vất vả chống dịch như sắp phát điên nên sang đưa 2 sổ tiết kiệm này và nói là phần quà Việt Á cảm ơn"", chị gái Giám đốc Công ty Phan Anh khai.","lúc đó bị cáo thấy tuấn vất vả chống dịch như sắp phát điên nên sang đưa hai sổ tiết kiệm này và nói là phần quà việt á cảm ơn , chị gái giám đốc công ty phan anh khai .. ","Lúc đó bị cáo thấy Tuấn vất vả chống dịch như sắp phát điên, nên sang đưa hai sổ tiết kiệm này và nói là phần quà Việt Á cảm ơn, Chị gái Giám đốc Công ty Phan Anh Khải."
"""Lúc đó chúng tôi nói có thể cứu được, còn nước còn tát nhưng người nhà không tin. Sau 9 tháng kiên cường điều trị, bệnh nhi đã sống..."" - bác sĩ trải lòng về những khó khăn mà mình từng đối mặt.","lúc đó chúng tôi nói có thể cứu được , còn nước còn tát nhưng người nhà không tin . sau chín tháng kiên cường điều trị , bệnh nhi đã sống bác sĩ trải lòng về những khó khăn mà mình từng đối mặt .. ","Lúc đó, chúng tôi nói có thể cứu được, còn nước còn tát nhưng người nhà không tin. Sau chín tháng kiên cường điều trị, bệnh nhi đã sống, bác sĩ trải lòng về những khó khăn mà mình từng đối mặt."
"""Lương đủ sống"" với công nhân may Việt Nam hiện tại là 12,6 triệu đồng/tháng. So với mức ""lương đủ sống"" này, trong khu vực công, chỉ các công chức chuyên môn thâm niên cao mới đạt được…","lương đủ sống với công nhân may việt nam hiện tại là mười hai phẩy sáu triệu đồng , tháng . so với mức lương đủ sống này , trong khu vực công , chỉ các công chức chuyên môn thâm niên cao mới đạt được. ","Lương đủ sống với công nhân may Việt Nam hiện tại là mười hai triệu sáu trăm nghìn đồng, tháng. So với mức lương đủ sống này, trong khu vực công, chỉ các công chức chuyên môn thâm niên cao mới đạt được."
"""Lấy nhau 7 năm nhưng 2 năm gần đây mình không gần gũi vợ, mà cũng chẳng thèm khát gì nữa”.","lấy nhau bảy năm nhưng hai năm gần đây mình không gần gũi vợ , mà cũng chẳng thèm khát gì nữa .. ","Lấy nhau bảy năm nhưng hai năm gần đây mình không gần gũi vợ, mà cũng chẳng thèm khát gì nữa."
